twitterProfileId,username,displayName,avatarUrl,followersCount,kolScore,smartFollowersCount,followedAt,tags
1101622073678417921,MinaGamilAzer,MINA | BIP-420 🐱,https://pbs.twimg.com/profile_images/1904737915789598720/PT47_L4p_200x200.jpg,23507,0,0,2024-12-03T16:01:17.087Z,
1457375848516968453,_Mishuman_,Mishuman,https://pbs.twimg.com/profile_images/1739853264441561088/fEG4_ywY_200x200.jpg,23077,0,0,2024-09-11T21:26:37.023Z,
27601717,swannycrypto,SWANNY🔺,https://pbs.twimg.com/profile_images/1889675858748846081/PRX3Kswd_200x200.jpg,23035,0,0,2024-08-30T04:57:56.634Z,
951139312078274560,talkwthme,Crypto Samrat,https://pbs.twimg.com/profile_images/1339679144854974465/gJgHnG8y_200x200.jpg,22846,0,0,2024-09-11T22:14:33.354Z,
1232141335,mikesnft,Mike 🇦🇺,https://pbs.twimg.com/profile_images/1895502182012596224/2w9Pp5my_200x200.jpg,22600,0,0,2024-09-11T22:45:57.238Z,
1618182177828794369,0x8i11i0n,Tsubasa (bluelock mode),https://pbs.twimg.com/profile_images/1921080070443331587/3b8b5NSy_200x200.jpg,22527,0,0,2024-09-22T16:00:32.224Z,
1337955556087099394,scriptdotmoney,"script (🛠, 🤖)",https://pbs.twimg.com/profile_images/1873033684909211650/jibPHx1p_200x200.jpg,21789,0,0,2024-09-11T22:53:01.654Z,
1499643140474609666,Potterplays1,Potter🧙‍♂️,https://pbs.twimg.com/profile_images/1887521981001609216/NOw5rHmz_200x200.jpg,21229,0,0,2024-08-30T04:57:56.634Z,
1338759977629081601,TheOneWhiz,Wiz,https://pbs.twimg.com/profile_images/1891529947455574016/J9ijRICM_200x200.jpg,21105,0,0,2024-09-11T22:17:21.422Z,
1369117008919461889,CryptoXpresso,𝗫𝗣𝗥𝗘𝗦𝗦𝗢,https://pbs.twimg.com/profile_images/1904913841164632065/quACnIjh_200x200.jpg,18469,0,0,2024-09-11T21:43:18.694Z,
4537496594,miguel_am88,MigueL,https://pbs.twimg.com/profile_images/1920875353511231488/AnyQqOSK_200x200.jpg,18440,0,0,2024-09-11T22:45:08.134Z,
1475138647611502597,Mani_NFTz,MANI,https://pbs.twimg.com/profile_images/1920510801581944832/MWGCnyke_200x200.jpg,18307,0,0,2025-01-15T21:51:41.978Z,
1543027921,Shred_,Shred 👨‍🍳,https://pbs.twimg.com/profile_images/1800274398852923392/c_rm0Yvl_200x200.jpg,18285,0,0,2024-08-30T04:57:56.634Z,
3355141257,Vitamul,CK,https://pbs.twimg.com/profile_images/1909830540607344641/u0e4KMVg_200x200.jpg,18028,0,0,2024-08-30T04:57:56.634Z,
1227414030752583680,0xLungin,0xLungin.eth,https://pbs.twimg.com/profile_images/1686794149289472000/clh-9LjQ_200x200.jpg,17526,0,0,2024-09-11T21:23:55.364Z,
1534822901794283520,MetaGandhi_,Meta Gandhi,https://pbs.twimg.com/profile_images/1922999289791356928/L3WOhreJ_200x200.jpg,17396,0,0,2024-09-11T22:46:03.454Z,
1552403671509602304,KinkyBedBugs,🌬,https://pbs.twimg.com/profile_images/1915134948513898501/nmT_rKoJ_200x200.jpg,16532,0,0,2025-02-20T00:02:19.341Z,
1462755440840921091,WickdNFT,WickdNFT,https://pbs.twimg.com/profile_images/1476524157416452096/Y7Qpsgs7_200x200.png,16228,0,0,2024-09-11T22:19:06.826Z,
1233186758503780352,defitrader_,DeFiTrader,https://pbs.twimg.com/profile_images/1869778725832622089/OezQODv2_200x200.jpg,15682,0,0,2024-09-11T23:02:44.550Z,
717443955454046209,cryptosiem,requisiem,https://pbs.twimg.com/profile_images/1630419634741469185/kAYMZE7Q_200x200.jpg,15402,0,0,2024-10-31T08:03:39.020Z,
1398870417595584514,DextMoon,Prince of Prosperity | Manifesting,https://pbs.twimg.com/profile_images/1886975879953149952/D6OMiukE_200x200.jpg,15082,0,0,2024-09-24T16:01:01.896Z,
1439559148534845452,Siegfried90210,阿伟 Siegfried,https://pbs.twimg.com/profile_images/1846560416870416384/R83eqnvu_200x200.jpg,14615,0,0,2024-09-11T22:53:47.862Z,
1164339521829462017,shinny427,shinny𝙟𝙪𝙪𝙠𝙪 ⛩️🏁,https://pbs.twimg.com/profile_images/1918770288743043072/GhZF82Y3_200x200.jpg,14518,0,0,2024-09-11T22:52:55.832Z,
1003644001637941250,blade_heaven,🟧HeavenBladΞ |Citizen #1333,https://pbs.twimg.com/profile_images/1618831895651028992/EgKn8uoX_200x200.jpg,14076,0,0,2024-09-11T22:28:53.782Z,
37945701,EricCLFung,EricF,https://pbs.twimg.com/profile_images/1908353374732640256/h6QmIugs_200x200.jpg,13815,0,0,2024-09-11T22:35:11.654Z,
1186196454811021312,0xIT4I,IT4I 青,https://pbs.twimg.com/profile_images/1914135826499256320/cYaHpSpX_200x200.jpg,13727,0,0,2025-03-27T22:00:15.754Z,
1444510384321302536,liamdnft,LiamDnft 🔎𝕏,https://pbs.twimg.com/profile_images/1753247479125135360/t_cAyQKB_200x200.jpg,13050,0,0,2024-09-11T22:42:22.502Z,
999939596837257216,leslieloser_,Nezha🐻⛓️,https://pbs.twimg.com/profile_images/1922777134382317568/ceT3OMx8_200x200.jpg,13024,0,0,2024-09-11T22:42:40.534Z,
1518981037514186752,0xdetweiler,Theo,https://pbs.twimg.com/profile_images/1708216801866235904/Lw2aGrwo_200x200.jpg,12588,0,0,2024-09-11T19:11:51.384Z,
1307212166513094661,Bagofbread2,"bagofbread (⚰️,⚰️)",https://pbs.twimg.com/profile_images/1876338441732141056/_FifMVcm_200x200.jpg,12563,0,0,2024-09-11T22:28:32.661Z,
1352148316994351108,MetaverseRanger,Premature-Accumulator-Neill,https://pbs.twimg.com/profile_images/1919013088444956672/CMsbpDme_200x200.jpg,11593,0,0,2024-09-11T22:44:13.254Z,
1488700306259341313,juanito_NFT,juanito,https://pbs.twimg.com/profile_images/1726366065058525184/SO_fQ-8x_200x200.jpg,11389,0,0,2024-09-11T22:40:44.590Z,
1188479995729104899,kineticweb3,Kinetic,https://pbs.twimg.com/profile_images/1876690011422154752/GQ7cSG9C_200x200.jpg,10664,0,0,2025-01-15T21:51:12.647Z,
749082120,senditldn,SEND IT,https://pbs.twimg.com/profile_images/1708915431132557312/VgQTydgl_200x200.jpg,10406,0,0,2024-09-11T22:12:33.766Z,
